epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
16,1252.62,1.47319,1.23947,1.26861,0.72104,0.69578,0.72841,0.40039,1.52394,1.16749,1.30552,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,1329.95,1.46573,1.22281,1.25606,0.64338,0.60959,0.64239,0.3532,1.56912,1.43618,1.37969,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,1406.89,1.45885,1.20121,1.25493,0.74088,0.70985,0.76346,0.43061,1.47023,1.12552,1.27952,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,1483.5,1.45009,1.18834,1.25041,0.73383,0.71461,0.75549,0.419,1.49861,1.11658,1.2947,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,1561.8,1.43863,1.17288,1.25017,0.72114,0.70354,0.7608,0.43003,1.48114,1.12841,1.31922,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,1639.76,1.42822,1.16851,1.2473,0.76695,0.73385,0.79375,0.45101,1.46088,1.03278,1.28151,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,1717.13,1.43427,1.15732,1.23889,0.74443,0.735,0.77824,0.44706,1.46576,1.06096,1.27153,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,1794.53,1.41562,1.12883,1.22754,0.76248,0.72323,0.78431,0.44572,1.48026,1.04925,1.27346,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,1871.87,1.42517,1.12115,1.2293,0.75596,0.73606,0.77905,0.44249,1.47649,1.05053,1.28482,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,1949.31,1.42862,1.13446,1.23147,0.75293,0.68402,0.75071,0.42017,1.49838,1.14175,1.31732,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,2026.29,1.41524,1.12197,1.2265,0.7577,0.73592,0.79036,0.45684,1.43289,1.04286,1.25655,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,2103.13,1.40553,1.10217,1.21964,0.74513,0.7356,0.78156,0.44307,1.47976,1.04918,1.26672,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,2180.49,1.40181,1.10606,1.21918,0.77415,0.72631,0.78818,0.44918,1.44919,1.01971,1.25663,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,2257.85,1.38665,1.07848,1.21002,0.76427,0.7522,0.8047,0.46737,1.42195,1.01783,1.23849,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,2335.6,1.3889,1.08069,1.21255,0.78779,0.73449,0.79812,0.45952,1.43653,1.01824,1.25774,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,2413.33,1.39403,1.07362,1.21375,0.77164,0.75295,0.80468,0.46735,1.4414,0.99948,1.26126,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,2491.34,1.37647,1.06112,1.20542,0.77375,0.76165,0.80349,0.46586,1.43408,0.98302,1.24953,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,2571.01,1.37883,1.05697,1.20378,0.78323,0.75504,0.80916,0.4693,1.4477,0.99946,1.24491,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,2650.15,1.37724,1.0389,1.19952,0.78185,0.76032,0.81214,0.47032,1.4474,0.994,1.25997,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,2727.9,1.36439,1.0267,1.1924,0.78528,0.75348,0.81086,0.46557,1.44766,0.98201,1.24925,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,2805.96,1.38057,1.03722,1.1965,0.79731,0.74564,0.81623,0.46703,1.4521,0.96342,1.24765,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,2883.98,1.37012,1.04469,1.20038,0.7866,0.76359,0.81849,0.47277,1.43177,0.9546,1.24923,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,2961.96,1.35828,1.01707,1.19583,0.79439,0.76192,0.82512,0.47531,1.43257,0.9581,1.24547,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,3039.57,1.3539,1.0098,1.185,0.79665,0.76781,0.82351,0.47989,1.42651,0.94205,1.24033,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,3117.67,1.35296,1.00295,1.18758,0.77967,0.77826,0.81979,0.47602,1.43498,0.94364,1.252,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,3197.23,1.3553,0.99813,1.1847,0.7934,0.76394,0.82741,0.48273,1.41646,0.93647,1.23153,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,3277.26,1.34478,0.99045,1.17899,0.80165,0.76208,0.82818,0.4777,1.45339,0.93445,1.24638,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,3355.69,1.33383,0.99,1.18127,0.79646,0.78325,0.83686,0.48919,1.42718,0.91752,1.23362,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,3434.53,1.34602,0.99426,1.18162,0.79177,0.77562,0.82058,0.48152,1.41308,0.93532,1.22673,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,3513.88,1.34229,0.97549,1.17543,0.78618,0.78021,0.83164,0.49093,1.40515,0.91222,1.22858,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,3593.58,1.33868,0.96926,1.17418,0.80048,0.7835,0.8287,0.48642,1.42425,0.92199,1.23042,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,3673.13,1.33273,0.96243,1.1759,0.80027,0.77951,0.83534,0.49395,1.41317,0.89634,1.22854,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,3752.86,1.33317,0.95996,1.17148,0.80687,0.77668,0.83432,0.48935,1.42762,0.91594,1.23634,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,3832.48,1.32074,0.93944,1.16774,0.82293,0.77904,0.83804,0.49464,1.42054,0.89498,1.22767,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,3912.01,1.31541,0.94134,1.16401,0.81501,0.77799,0.83932,0.49489,1.4185,0.90445,1.22903,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,3991.73,1.32171,0.93703,1.1619,0.7976,0.78385,0.83617,0.49072,1.42686,0.90228,1.22969,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,4071.52,1.31814,0.94253,1.16453,0.82331,0.78177,0.83592,0.49405,1.41169,0.90207,1.22318,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,4151.24,1.30876,0.92888,1.16028,0.81515,0.78766,0.84196,0.49448,1.41788,0.89172,1.22577,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,4230.68,1.30648,0.93146,1.15995,0.81994,0.77858,0.83918,0.49775,1.40422,0.88583,1.22455,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,4309.92,1.30508,0.92017,1.15422,0.81546,0.78527,0.84052,0.50034,1.4057,0.88327,1.22303,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,4389.93,1.29999,0.90743,1.15794,0.81049,0.78621,0.84054,0.50091,1.41194,0.88165,1.2285,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,4469.78,1.29281,0.90557,1.14939,0.81181,0.78275,0.83755,0.496,1.41601,0.88526,1.22731,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,4548.96,1.29371,0.91613,1.1584,0.81801,0.78151,0.83733,0.49704,1.41274,0.88475,1.22629,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,4628.09,1.29592,0.90593,1.15065,0.81655,0.78455,0.83786,0.49643,1.40539,0.88202,1.22272,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,4707.67,1.28252,0.89131,1.14673,0.81929,0.78871,0.84213,0.49862,1.41037,0.87852,1.22558,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,4786.67,1.28645,0.88956,1.14883,0.81011,0.7894,0.83684,0.49689,1.41928,0.88162,1.22665,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,4865.79,1.28277,0.87734,1.14413,0.82042,0.77785,0.84311,0.50176,1.40357,0.86996,1.22063,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,4945.38,1.27702,0.88816,1.14644,0.81016,0.78185,0.83784,0.49835,1.40017,0.87096,1.21922,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,5025.36,1.28147,0.88387,1.14739,0.8073,0.79541,0.83854,0.49876,1.40185,0.87139,1.21926,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,5103.09,1.27326,0.86665,1.13864,0.79899,0.79895,0.83697,0.4978,1.4003,0.86525,1.21629,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,5180.66,1.28458,0.86617,1.14421,0.80592,0.7877,0.83979,0.49955,1.40169,0.86467,1.21861,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,5258.65,1.27864,0.86301,1.14237,0.80699,0.78609,0.84104,0.50035,1.4082,0.86312,1.22168,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,5336.81,1.25631,0.85067,1.13629,0.81175,0.79024,0.84419,0.50051,1.41508,0.85898,1.22429,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,5414.99,1.2596,0.84575,1.13189,0.81913,0.78681,0.84227,0.49763,1.40931,0.86095,1.22142,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,5492.54,1.26049,0.84716,1.13681,0.8062,0.7949,0.84134,0.49783,1.41258,0.85945,1.22267,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,5570.51,1.25156,0.83974,1.13141,0.80489,0.79887,0.84298,0.50228,1.40779,0.8551,1.21854,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,5648.37,1.2496,0.83461,1.1265,0.81633,0.79375,0.84139,0.50208,1.40653,0.85459,1.21723,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,5725.15,1.24278,0.8277,1.12633,0.82382,0.78747,0.84375,0.50209,1.40009,0.85011,1.21473,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,5803.06,1.23503,0.81325,1.1218,0.81901,0.79187,0.84687,0.50282,1.40155,0.85028,1.21485,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,5880.44,1.24329,0.82067,1.12801,0.82889,0.78636,0.8493,0.50524,1.39788,0.84521,1.21279,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,5958.36,1.22373,0.81814,1.12344,0.80691,0.79814,0.84722,0.50594,1.39722,0.84671,1.21418,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,6036.31,1.23727,0.82212,1.12316,0.80894,0.79803,0.84459,0.5027,1.39861,0.84348,1.21512,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,6114.01,1.22677,0.80352,1.12079,0.79371,0.80959,0.84166,0.50111,1.3986,0.84234,1.21365,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,6191.66,1.22854,0.79955,1.11667,0.80844,0.80107,0.84289,0.50092,1.4027,0.84346,1.21581,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,6269.79,1.22281,0.79847,1.11317,0.80074,0.80056,0.84211,0.50304,1.40299,0.8477,1.21677,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,6349.7,1.21782,0.78867,1.11055,0.83113,0.77917,0.84344,0.50472,1.39921,0.84357,1.21317,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,6429.43,1.21557,0.78746,1.11441,0.82124,0.78381,0.84074,0.50531,1.39659,0.84618,1.21118,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,6508.51,1.20283,0.77613,1.10861,0.8031,0.8046,0.84067,0.50327,1.40113,0.84663,1.21381,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,6588.23,1.20175,0.77447,1.10874,0.81259,0.79181,0.83925,0.50161,1.40308,0.84585,1.21579,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,6668.3,1.2016,0.77036,1.10486,0.82663,0.78377,0.84101,0.50318,1.40189,0.84297,1.21572,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,6748.16,1.19258,0.76172,1.10259,0.81775,0.79148,0.8404,0.50395,1.40213,0.84706,1.21492,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,6827.38,1.19232,0.75823,1.10194,0.81793,0.79,0.84062,0.50394,1.40259,0.84485,1.21542,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,6907.05,1.1928,0.76372,1.10111,0.80977,0.79804,0.84001,0.50292,1.39937,0.84469,1.21429,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,6986.4,1.19735,0.7647,1.10575,0.81731,0.7879,0.8403,0.50264,1.40258,0.84673,1.21576,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,7065.86,1.17579,0.75218,1.09783,0.8147,0.79272,0.8418,0.50371,1.40269,0.84674,1.21627,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,7141.16,1.1777,0.65321,1.10778,0.81157,0.79401,0.84272,0.50369,1.40574,0.84518,1.21826,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,7212.54,1.16626,0.63833,1.1031,0.82353,0.78901,0.84213,0.50324,1.4069,0.8441,1.21915,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,7259.34,1.15166,0.63429,1.0968,0.82726,0.79154,0.84241,0.50198,1.40972,0.84551,1.22163,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,7306.18,1.15115,0.6228,1.09566,0.82375,0.79364,0.84138,0.50093,1.41081,0.84647,1.22305,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,7353.05,1.13856,0.61632,1.08826,0.82964,0.79053,0.84063,0.50041,1.412,0.84656,1.22432,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,7399.1,1.13626,0.61288,1.087,0.82491,0.79353,0.84092,0.49922,1.41311,0.84796,1.22585,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,7446.04,1.1293,0.6052,1.08152,0.82036,0.79798,0.83903,0.49811,1.41476,0.8496,1.22822,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,7492.8,1.12661,0.60076,1.0812,0.81682,0.79862,0.8386,0.4978,1.41551,0.85076,1.22899,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,7539.51,1.12207,0.59832,1.08027,0.81908,0.79715,0.83764,0.49752,1.41611,0.85109,1.22919,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,7586.71,1.12127,0.58882,1.07743,0.81725,0.79774,0.83738,0.49686,1.41715,0.85276,1.2295,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
