conf_percent,class_percent,localisation_percent,fold_0_auprc,fold_0_auroc,fold_1_auprc,fold_1_auroc,fold_2_auprc,fold_2_auroc,fold_3_auprc,fold_3_auroc,fold_4_auprc,fold_4_auroc,mean_fold_auprc,mean_fold_auroc,equal_weight_distance
0,90,10,0.9440454250252274,0.8477474638333633,0.9416298610310891,0.8637584170769321,0.949721773444885,0.85312736175078,0.9631321761740893,0.8847164506374777,0.9611916466201748,0.8810328248530496,0.9519441764590931,0.8660765036303205,0.697614984548545
0,91,9,0.9439305691246229,0.8477074454248954,0.9415441432773338,0.8636842530041903,0.9497027418511927,0.8530982940488725,0.9630975438693543,0.8846704744390019,0.9610466037399348,0.8809654764710945,0.9518643203724878,0.8660251886776109,0.7091309235019064
0,92,8,0.9439018815590724,0.8476774316185446,0.9414948334142437,0.8636449896715622,0.9497165028074256,0.8531047535381853,0.9630821388430455,0.884652791285742,0.9610062691697606,0.8809505101639933,0.9518403251587095,0.8660060952556055,0.7207403600927775
0,93,7,0.9438597939350329,0.8476549212637814,0.941439089222179,0.8636057263389342,0.9497282670920437,0.8531047535381853,0.963071330902381,0.8846386447631341,0.9610009735574769,0.8809430270104427,0.9518198909418227,0.8659894145828956,0.7324388484144371
0,94,6,0.943849696841049,0.8476449166616644,0.9413772296709118,0.8635773694875917,0.9497441322010403,0.8531144427721544,0.9630629959275416,0.8846280348711782,0.961003716502141,0.880946768587218,0.9518075542285367,0.8659823064759614,0.7442221890448218
0,95,5,0.9438764415132402,0.8476499189627229,0.9411769137957672,0.8635119305998783,0.9497545654907554,0.8531209022614672,0.9630597202290317,0.8846244982405262,0.9610009427500111,0.8809430270104427,0.9517737167557611,0.8659700554150074,0.7560864148142503
0,96,4,0.9438764415132402,0.8476499189627229,0.9410796220268004,0.8634813924522787,0.9497743416272475,0.8531338212400927,0.9630597202290317,0.8846244982405262,0.9610009427500111,0.8809430270104427,0.9517582136292662,0.8659665315812127,0.768027777275449
0,97,3,0.9438764415132402,0.8476499189627229,0.9410581751421303,0.8634748485635073,0.9497743416272475,0.8531338212400927,0.9630597202290317,0.8846244982405262,0.9609805549745213,0.8809355438568922,0.9517498466972342,0.8659637261727482,0.7800427338721043
0,98,2,0.9438764415132402,0.8476499189627229,0.9410581751421303,0.8634748485635073,0.9497743416272475,0.8531338212400927,0.9630597202290317,0.8846244982405262,0.9609805549745213,0.8809355438568922,0.9517498466972342,0.8659637261727482,0.7921279357948858
0,99,1,0.9438764415132402,0.8476499189627229,0.9410581751421303,0.8634748485635073,0.9497743416272475,0.8531338212400927,0.9630597202290317,0.8846244982405262,0.9609805549745213,0.8809355438568922,0.9517498466972342,0.8659637261727482,0.8042802165083178
0,100,0,0.8616284629007452,0.6695304840226505,0.8578371260681427,0.6810835807286838,0.8665187750512854,0.6903223931116006,0.882180479919275,0.7051475659139538,0.88119261681817,0.71386852847527,0.8698714921515236,0.6919905104504317,0.816496580927726
1,0,99,0.9562588249616761,0.867336474778398,0.959984428393151,0.8913910780620492,0.953992998440583,0.870448482342986,0.971521410752467,0.8994323707803575,0.968615781979292,0.896261042328458,0.9620746889054338,0.8849738896584498,0.8042802165083178
1,1,98,0.9564537164495182,0.8679767693138843,0.9600560878991081,0.8917073660193306,0.954276167349599,0.8712688374857084,0.9716938560603978,0.9002281126770526,0.9688115309514747,0.8969382677247846,0.9622582717420196,0.8856238706441522,0.7920016834998942
1,2,97,0.9565934954439071,0.8684544890649699,0.9600992544982644,0.8920280165691263,0.954521861962869,0.871956773097519,0.9718733234027439,0.9009495853300561,0.9689190849675167,0.8973423580165153,0.9624014040550601,0.8861462444156374,0.7797862955109346
1,3,96,0.9567357642488086,0.868969726073994,0.960192725674587,0.8923748426740075,0.9548067481409397,0.8727771282402413,0.9720538473124352,0.9017134975508833,0.9691048886020025,0.8979223024166845,0.9625787947957546,0.8867514993911622,0.767637067022344
1,4,95,0.9568421940298779,0.8694199331692578,0.9602457294274068,0.8926126039660328,0.9550079575851137,0.8733649417677039,0.9721579769892692,0.9022263089954201,0.9692315809752959,0.8983563253226174,0.9626970878013926,0.8871960226442065,0.7555571895407168
1,5,94,0.9569714770872976,0.8697976068991736,0.9603259819724406,0.8928743595168865,0.955236063073616,0.8739107686146333,0.9722810504242725,0.9026860709801772,0.9693621363691465,0.8987304830001459,0.9628353417853546,0.8875998578022033,0.7435500431488568
